obj,rel,sbj,GT_1,GT_2,GT_3,GT_4,GT_5,GT_6,GT_7,GT_8,GT_9,GT_10,GT_11,GT_12,GT_13,GT_14,GT_15,GT_16,GT_17,GT_18,GT_19,GT_20,GT_21,GT_22,GT_23,GT_24,GT_25,GT_26,GT_27,GT_28,GT_29,GT_30,GT_31,GT_32,GT_33,GT_34,GT_35,GT_36,GT_37,GT_38,GT_39,GT_40,GT_41,GT_42,GT_43,GT_44,GT_45,GT_46,GT_47,GT_48,GT_49,GT_50,GT_51,GT_52,GT_53,GT_54,GT_55,GT_56,GT_57,GT_58,GT_59,GT_60,GT_61,GT_62,GT_63,GT_64,GT_65,GT_66,GT_67,GT_68,GT_69,GT_70,GT_71,GT_72,GT_73,GT_74,GT_75,GT_76,GT_77,GT_78,GT_79,GT_80,GT_81,GT_82,GT_83,GT_84,GT_85,GT_86,GT_87,GT_88,GT_89,GT_90,GT_91,GT_92,GT_93,GT_94,GT_95,GT_96,GT_97,GT_98,GT_99,GT_100,GT_101,GT_102,GT_103,GT_104,GT_105,GT_106,GT_107,GT_108,GT_109,GT_110,GT_111,GT_112,GT_113,GT_114,GT_115,GT_116,GT_117,GT_118,GT_119,GT_120,GT_121,GT_122,GT_123,GT_124,GT_125,GT_126,GT_127,GT_128,GT_129,GT_130,GT_131,GT_132,GT_133,GT_134,GT_135,GT_136,GT_137,GT_138,GT_139,GT_140,GT_141,GT_142,GT_143,GT_144,GT_145,GT_146,GT_147,GT_148,GT_149,GT_150,GT_151,GT_152,GT_153,GT_154,GT_155,GT_156,GT_157,GT_158,GT_159,GT_160,GT_161,GT_162,GT_163,GT_164,GT_165,GT_166,GT_167,GT_168,GT_169,GT_170,GT_171,GT_172,GT_173,GT_174,GT_175,GT_176,GT_177,GT_178,GT_179,GT_180,GT_181,GT_182,GT_183,GT_184,GT_185,GT_186,GT_187,GT_188,GT_189,GT_190,GT_191,GT_192,GT_193,GT_194,GT_195,GT_196,GT_197,GT_198,GT_199,GT_200,GT_201,GT_202,GT_203,GT_204,GT_205,GT_206,GT_207,GT_208,GT_209,GT_210,GT_211,GT_212,GT_213,GT_214,GT_215,GT_216,GT_217,GT_218,GT_219,GT_220,GT_221,GT_222,GT_223,GT_224,GT_225,GT_226,GT_227,GT_228,GT_229,GT_230,GT_231,GT_232,GT_233,GT_234,GT_235,GT_236,GT_237,GT_238,GT_239,GT_240,GT_241,GT_242,GT_243,GT_244,GT_245,GT_246,GT_247,GT_248,GT_249,GT_250,GT_251,GT_252,GT_253,GT_254,GT_255,GT_256,GT_257,GT_258,GT_259,GT_260,GT_261,GT_262,GT_263,GT_264,GT_265,GT_266,GT_267,GT_268,GT_269,GT_270,GT_271,GT_272,GT_273,GT_274,GT_275,GT_276,GT_277,GT_278,GT_279,GT_280,GT_281,GT_282,GT_283,GT_284,GT_285,GT_286,GT_287,GT_288,GT_289,GT_290,GT_291,GT_292,GT_293,GT_294
305,1,690,283.0,1.0,690.0,286.0,1.0,690.0,296.0,1.0,690.0,305.0,1.0,692.0,268.0,1.0,692.0,283.0,1.0,692.0,286.0,1.0,692.0,296.0,1.0,692.0,277.0,1.0,694.0,283.0,1.0,694.0,296.0,1.0,694.0,338.0,1.0,696.0,339.0,1.0,696.0,448.0,1.0,710.0,447.0,1.0,713.0,529.0,1.0,713.0,385.0,1.0,730.0,450.0,1.0,735.0,328.0,1.0,758.0,338.0,1.0,758.0,339.0,1.0,758.0,388.0,1.0,768.0,448.0,1.0,781.0,340.0,1.0,794.0,360.0,1.0,797.0,431.0,1.0,815.0,447.0,1.0,817.0,447.0,1.0,818.0,582.0,1.0,829.0,603.0,1.0,831.0,557.0,1.0,663.0,431.0,1.0,665.0,447.0,1.0,665.0,582.0,1.0,665.0,584.0,1.0,665.0,601.0,1.0,669.0,136.0,1.0,672.0,125.0,1.0,673.0,136.0,1.0,673.0,108.0,1.0,674.0,447.0,1.0,679.0,448.0,1.0,679.0,453.0,1.0,679.0,187.0,1.0,680.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,696.0,690.0,2.0,710.0,690.0,2.0,713.0,690.0,2.0,730.0,690.0,2.0,735.0,690.0,2.0,758.0,690.0,2.0,768.0,690.0,2.0,781.0,690.0,2.0,794.0,690.0,2.0,797.0,690.0,2.0,815.0,690.0,2.0,817.0,690.0,2.0,818.0,690.0,2.0,829.0,690.0,2.0,831.0,690.0,2.0,663.0,690.0,2.0,665.0,690.0,2.0,669.0,690.0,2.0,672.0,690.0,2.0,673.0,690.0,2.0,674.0,690.0,2.0,679.0,690.0,2.0,680.0,305.0,3.0,328.0,305.0,3.0,338.0,305.0,3.0,339.0,305.0,3.0,340.0,305.0,3.0,360.0,305.0,3.0,385.0,305.0,3.0,388.0,305.0,3.0,431.0,305.0,3.0,447.0,305.0,3.0,448.0,305.0,3.0,450.0,305.0,3.0,453.0,305.0,3.0,529.0,305.0,3.0,557.0,305.0,3.0,582.0,305.0,3.0,584.0,305.0,3.0,601.0,305.0,3.0,603.0,305.0,3.0,108.0,305.0,3.0,125.0,305.0,3.0,136.0,305.0,3.0,187.0,305.0,3.0,268.0,305.0,3.0,277.0,305.0,3.0,283.0,305.0,3.0,286.0,305.0,3.0,296.0,,,,,,
306,1,694,243.0,1.0,694.0,299.0,1.0,694.0,306.0,1.0,690.0,243.0,1.0,760.0,516.0,1.0,793.0,440.0,1.0,663.0,558.0,1.0,663.0,583.0,1.0,665.0,155.0,1.0,679.0,157.0,1.0,679.0,167.0,1.0,679.0,184.0,1.0,679.0,147.0,1.0,680.0,243.0,1.0,690.0,694.0,2.0,760.0,694.0,2.0,793.0,694.0,2.0,663.0,694.0,2.0,665.0,694.0,2.0,679.0,694.0,2.0,680.0,694.0,2.0,690.0,306.0,3.0,440.0,306.0,3.0,516.0,306.0,3.0,558.0,306.0,3.0,583.0,306.0,3.0,147.0,306.0,3.0,155.0,306.0,3.0,157.0,306.0,3.0,167.0,306.0,3.0,184.0,306.0,3.0,243.0,306.0,3.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1,690,243.0,1.0,690.0,306.0,1.0,692.0,306.0,1.0,694.0,321.0,1.0,692.0,274.0,1.0,692.0,299.0,1.0,692.0,243.0,1.0,694.0,299.0,1.0,694.0,327.0,1.0,696.0,331.0,1.0,696.0,332.0,1.0,696.0,334.0,1.0,696.0,369.0,1.0,733.0,331.0,1.0,758.0,332.0,1.0,758.0,334.0,1.0,758.0,243.0,1.0,760.0,516.0,1.0,793.0,516.0,1.0,824.0,440.0,1.0,663.0,558.0,1.0,663.0,583.0,1.0,665.0,155.0,1.0,679.0,157.0,1.0,679.0,167.0,1.0,679.0,184.0,1.0,679.0,147.0,1.0,680.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,696.0,690.0,2.0,733.0,690.0,2.0,758.0,690.0,2.0,760.0,690.0,2.0,793.0,690.0,2.0,824.0,690.0,2.0,663.0,690.0,2.0,665.0,690.0,2.0,679.0,690.0,2.0,680.0,306.0,3.0,321.0,306.0,3.0,327.0,306.0,3.0,331.0,306.0,3.0,332.0,306.0,3.0,334.0,306.0,3.0,369.0,306.0,3.0,440.0,306.0,3.0,516.0,306.0,3.0,558.0,306.0,3.0,583.0,306.0,3.0,147.0,306.0,3.0,155.0,306.0,3.0,157.0,306.0,3.0,167.0,306.0,3.0,184.0,306.0,3.0,243.0,306.0,3.0,274.0,306.0,3.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1,692,321.0,1.0,692.0,274.0,1.0,692.0,299.0,1.0,692.0,306.0,1.0,690.0,243.0,1.0,724.0,428.0,1.0,662.0,440.0,1.0,663.0,558.0,1.0,663.0,583.0,1.0,665.0,147.0,1.0,680.0,243.0,1.0,690.0,692.0,2.0,724.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,680.0,692.0,2.0,690.0,306.0,3.0,321.0,306.0,3.0,428.0,306.0,3.0,440.0,306.0,3.0,558.0,306.0,3.0,583.0,306.0,3.0,147.0,306.0,3.0,243.0,306.0,3.0,274.0,306.0,3.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1,692,273.0,1.0,692.0,286.0,1.0,692.0,303.0,1.0,692.0,447.0,1.0,817.0,431.0,1.0,662.0,443.0,1.0,662.0,443.0,1.0,663.0,557.0,1.0,663.0,431.0,1.0,665.0,443.0,1.0,665.0,447.0,1.0,665.0,582.0,1.0,665.0,584.0,1.0,665.0,512.0,1.0,667.0,596.0,1.0,669.0,601.0,1.0,669.0,122.0,1.0,672.0,136.0,1.0,672.0,113.0,1.0,674.0,286.0,1.0,690.0,303.0,1.0,690.0,692.0,2.0,817.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,667.0,692.0,2.0,669.0,692.0,2.0,672.0,692.0,2.0,674.0,692.0,2.0,690.0,270.0,3.0,273.0,270.0,3.0,286.0,270.0,3.0,303.0,270.0,3.0,431.0,270.0,3.0,443.0,270.0,3.0,447.0,270.0,3.0,512.0,270.0,3.0,557.0,270.0,3.0,582.0,270.0,3.0,584.0,270.0,3.0,596.0,270.0,3.0,601.0,270.0,3.0,113.0,270.0,3.0,122.0,270.0,3.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,0,690,316.0,0.0,690.0,459.0,0.0,690.0,472.0,0.0,690.0,274.0,0.0,694.0,315.0,0.0,692.0,459.0,0.0,692.0,472.0,0.0,692.0,243.0,0.0,692.0,244.0,0.0,692.0,246.0,0.0,692.0,251.0,0.0,692.0,252.0,0.0,692.0,294.0,0.0,694.0,459.0,0.0,694.0,358.0,0.0,797.0,516.0,0.0,825.0,614.0,0.0,830.0,621.0,0.0,830.0,614.0,0.0,831.0,2.0,0.0,661.0,4.0,0.0,661.0,2.0,0.0,663.0,4.0,0.0,663.0,51.0,0.0,663.0,57.0,0.0,663.0,69.0,0.0,663.0,75.0,0.0,663.0,147.0,0.0,679.0,381.0,0.0,680.0,532.0,0.0,680.0,569.0,0.0,685.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,797.0,690.0,2.0,825.0,690.0,2.0,830.0,690.0,2.0,831.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,679.0,690.0,2.0,680.0,690.0,2.0,685.0,274.0,3.0,294.0,274.0,3.0,315.0,274.0,3.0,316.0,274.0,3.0,358.0,274.0,3.0,381.0,274.0,3.0,459.0,274.0,3.0,472.0,274.0,3.0,516.0,274.0,3.0,532.0,274.0,3.0,569.0,274.0,3.0,614.0,274.0,3.0,621.0,274.0,3.0,2.0,274.0,3.0,4.0,274.0,3.0,51.0,274.0,3.0,57.0,274.0,3.0,69.0,274.0,3.0,75.0,274.0,3.0,147.0,274.0,3.0,243.0,274.0,3.0,244.0,274.0,3.0,246.0,274.0,3.0,251.0,274.0,3.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1,692,299.0,1.0,692.0,306.0,1.0,692.0,243.0,1.0,724.0,428.0,1.0,662.0,558.0,1.0,663.0,358.0,1.0,665.0,124.0,1.0,672.0,147.0,1.0,680.0,306.0,1.0,690.0,243.0,1.0,690.0,692.0,2.0,724.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,672.0,692.0,2.0,680.0,692.0,2.0,690.0,274.0,3.0,299.0,274.0,3.0,306.0,274.0,3.0,358.0,274.0,3.0,428.0,274.0,3.0,558.0,274.0,3.0,124.0,274.0,3.0,147.0,274.0,3.0,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,0,690,468.0,0.0,690.0,297.0,0.0,690.0,258.0,0.0,691.0,262.0,0.0,691.0,314.0,0.0,692.0,468.0,0.0,692.0,483.0,0.0,705.0,258.0,0.0,760.0,262.0,0.0,760.0,1.0,0.0,661.0,32.0,0.0,661.0,35.0,0.0,661.0,66.0,0.0,661.0,432.0,0.0,663.0,560.0,0.0,663.0,1.0,0.0,663.0,12.0,0.0,663.0,15.0,0.0,663.0,29.0,0.0,663.0,32.0,0.0,663.0,35.0,0.0,663.0,52.0,0.0,663.0,66.0,0.0,663.0,67.0,0.0,663.0,68.0,0.0,663.0,94.0,0.0,663.0,109.0,0.0,672.0,107.0,0.0,673.0,110.0,0.0,673.0,492.0,0.0,679.0,483.0,0.0,680.0,171.0,0.0,680.0,690.0,2.0,691.0,690.0,2.0,692.0,690.0,2.0,705.0,690.0,2.0,760.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,672.0,690.0,2.0,673.0,690.0,2.0,679.0,690.0,2.0,680.0,307.0,3.0,314.0,307.0,3.0,432.0,307.0,3.0,468.0,307.0,3.0,483.0,307.0,3.0,492.0,307.0,3.0,560.0,307.0,3.0,1.0,307.0,3.0,12.0,307.0,3.0,15.0,307.0,3.0,29.0,307.0,3.0,32.0,307.0,3.0,35.0,307.0,3.0,52.0,307.0,3.0,66.0,307.0,3.0,67.0,307.0,3.0,68.0,307.0,3.0,94.0,307.0,3.0,107.0,307.0,3.0,109.0,307.0,3.0,110.0,307.0,3.0,171.0,307.0,3.0,258.0,307.0,3.0,262.0,307.0,3.0,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,0,690,447.0,0.0,690.0,452.0,0.0,690.0,465.0,0.0,690.0,470.0,0.0,690.0,293.0,0.0,690.0,301.0,0.0,690.0,447.0,0.0,692.0,452.0,0.0,692.0,465.0,0.0,692.0,470.0,0.0,692.0,447.0,0.0,694.0,270.0,0.0,694.0,273.0,0.0,694.0,655.0,0.0,696.0,452.0,0.0,705.0,452.0,0.0,710.0,347.0,0.0,797.0,512.0,0.0,825.0,603.0,0.0,830.0,618.0,0.0,830.0,618.0,0.0,831.0,431.0,0.0,663.0,20.0,0.0,663.0,25.0,0.0,663.0,26.0,0.0,663.0,28.0,0.0,663.0,40.0,0.0,663.0,41.0,0.0,663.0,58.0,0.0,663.0,580.0,0.0,665.0,600.0,0.0,669.0,133.0,0.0,672.0,113.0,0.0,673.0,133.0,0.0,673.0,122.0,0.0,674.0,133.0,0.0,674.0,452.0,0.0,679.0,488.0,0.0,679.0,447.0,0.0,680.0,452.0,0.0,680.0,169.0,0.0,680.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,696.0,690.0,2.0,705.0,690.0,2.0,710.0,690.0,2.0,797.0,690.0,2.0,825.0,690.0,2.0,830.0,690.0,2.0,831.0,690.0,2.0,663.0,690.0,2.0,665.0,690.0,2.0,669.0,690.0,2.0,672.0,690.0,2.0,673.0,690.0,2.0,674.0,690.0,2.0,679.0,690.0,2.0,680.0,308.0,3.0,347.0,308.0,3.0,431.0,308.0,3.0,447.0,308.0,3.0,452.0,308.0,3.0,465.0,308.0,3.0,470.0,308.0,3.0,488.0,308.0,3.0,512.0,308.0,3.0,580.0,308.0,3.0,600.0,308.0,3.0,603.0,308.0,3.0,618.0,308.0,3.0,655.0,308.0,3.0,20.0,308.0,3.0,25.0,308.0,3.0,26.0,308.0,3.0,28.0,308.0,3.0,40.0,308.0,3.0,41.0,308.0,3.0,58.0,308.0,3.0,113.0,308.0,3.0,122.0,308.0,3.0,133.0,308.0,3.0,169.0,308.0,3.0,270.0,308.0,3.0,273.0,308.0,3.0,293.0,308.0,3.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1,692,311.0,1.0,692.0,309.0,1.0,690.0,642.0,1.0,839.0,441.0,1.0,662.0,79.0,1.0,662.0,579.0,1.0,665.0,595.0,1.0,667.0,311.0,1.0,690.0,322.0,1.0,690.0,280.0,1.0,690.0,692.0,2.0,839.0,692.0,2.0,662.0,692.0,2.0,665.0,692.0,2.0,667.0,692.0,2.0,690.0,309.0,3.0,311.0,309.0,3.0,322.0,309.0,3.0,441.0,309.0,3.0,579.0,309.0,3.0,595.0,309.0,3.0,642.0,309.0,3.0,79.0,309.0,3.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1,690,311.0,1.0,690.0,322.0,1.0,690.0,280.0,1.0,690.0,309.0,1.0,692.0,311.0,1.0,692.0,311.0,1.0,694.0,129.0,1.0,702.0,329.0,1.0,758.0,455.0,1.0,789.0,579.0,1.0,829.0,642.0,1.0,839.0,438.0,1.0,661.0,579.0,1.0,665.0,595.0,1.0,667.0,530.0,1.0,679.0,533.0,1.0,679.0,220.0,1.0,685.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,702.0,690.0,2.0,758.0,690.0,2.0,789.0,690.0,2.0,829.0,690.0,2.0,839.0,690.0,2.0,661.0,690.0,2.0,665.0,690.0,2.0,667.0,690.0,2.0,679.0,690.0,2.0,685.0,309.0,3.0,311.0,309.0,3.0,322.0,309.0,3.0,329.0,309.0,3.0,438.0,309.0,3.0,455.0,309.0,3.0,530.0,309.0,3.0,533.0,309.0,3.0,579.0,309.0,3.0,595.0,309.0,3.0,642.0,309.0,3.0,129.0,309.0,3.0,220.0,309.0,3.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,0,693,447.0,0.0,693.0,448.0,0.0,693.0,453.0,0.0,693.0,461.0,0.0,693.0,465.0,0.0,693.0,466.0,0.0,693.0,467.0,0.0,693.0,470.0,0.0,693.0,248.0,0.0,693.0,310.0,3.0,447.0,310.0,3.0,448.0,310.0,3.0,453.0,310.0,3.0,461.0,310.0,3.0,465.0,310.0,3.0,466.0,310.0,3.0,467.0,310.0,3.0,470.0,310.0,3.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1,692,299.0,1.0,692.0,306.0,1.0,692.0,243.0,1.0,724.0,253.0,1.0,724.0,421.0,1.0,662.0,428.0,1.0,662.0,440.0,1.0,663.0,362.0,1.0,665.0,583.0,1.0,665.0,594.0,1.0,665.0,119.0,1.0,672.0,253.0,1.0,672.0,147.0,1.0,680.0,243.0,1.0,690.0,306.0,1.0,690.0,692.0,2.0,724.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,672.0,692.0,2.0,680.0,692.0,2.0,690.0,321.0,3.0,362.0,321.0,3.0,421.0,321.0,3.0,428.0,321.0,3.0,440.0,321.0,3.0,583.0,321.0,3.0,594.0,321.0,3.0,119.0,321.0,3.0,147.0,321.0,3.0,243.0,321.0,3.0,253.0,321.0,3.0,299.0,321.0,3.0,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1,690,280.0,1.0,690.0,309.0,1.0,690.0,279.0,1.0,692.0,309.0,1.0,692.0,129.0,1.0,702.0,366.0,1.0,727.0,366.0,1.0,728.0,372.0,1.0,733.0,417.0,1.0,733.0,324.0,1.0,758.0,579.0,1.0,829.0,642.0,1.0,839.0,417.0,1.0,844.0,438.0,1.0,661.0,223.0,1.0,663.0,579.0,1.0,665.0,114.0,1.0,672.0,690.0,2.0,692.0,690.0,2.0,702.0,690.0,2.0,727.0,690.0,2.0,728.0,690.0,2.0,733.0,690.0,2.0,758.0,690.0,2.0,829.0,690.0,2.0,839.0,690.0,2.0,844.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,665.0,690.0,2.0,672.0,322.0,3.0,324.0,322.0,3.0,366.0,322.0,3.0,372.0,322.0,3.0,417.0,322.0,3.0,438.0,322.0,3.0,579.0,322.0,3.0,642.0,322.0,3.0,114.0,322.0,3.0,129.0,322.0,3.0,223.0,322.0,3.0,279.0,322.0,3.0,280.0,322.0,3.0,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1,794,414.0,1.0,661.0,584.0,1.0,665.0,448.0,1.0,679.0,453.0,1.0,679.0,187.0,1.0,680.0,283.0,1.0,690.0,296.0,1.0,690.0,305.0,1.0,690.0,312.0,1.0,690.0,385.0,1.0,730.0,326.0,1.0,758.0,338.0,1.0,758.0,339.0,1.0,758.0,326.0,1.0,762.0,338.0,1.0,762.0,339.0,1.0,762.0,326.0,1.0,763.0,338.0,1.0,763.0,339.0,1.0,763.0,448.0,1.0,781.0,282.0,1.0,789.0,794.0,2.0,661.0,794.0,2.0,665.0,794.0,2.0,679.0,794.0,2.0,680.0,794.0,2.0,690.0,794.0,2.0,730.0,794.0,2.0,758.0,794.0,2.0,762.0,794.0,2.0,763.0,794.0,2.0,781.0,794.0,2.0,789.0,340.0,3.0,385.0,340.0,3.0,414.0,340.0,3.0,448.0,340.0,3.0,453.0,340.0,3.0,584.0,340.0,3.0,187.0,340.0,3.0,282.0,340.0,3.0,283.0,340.0,3.0,296.0,340.0,3.0,305.0,340.0,3.0,312.0,340.0,3.0,326.0,340.0,3.0,338.0,340.0,3.0,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,0,794,27.0,0.0,661.0,27.0,0.0,663.0,149.0,0.0,680.0,177.0,0.0,681.0,794.0,2.0,661.0,794.0,2.0,663.0,794.0,2.0,680.0,794.0,2.0,681.0,341.0,3.0,27.0,341.0,3.0,149.0,341.0,3.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,0,711,435.0,0.0,711.0,654.0,0.0,696.0,711.0,2.0,696.0,343.0,3.0,435.0,343.0,3.0,654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
